anime_id,episodes,members,rating,label
7769,12,145982,7.38,0
4618,12,32835,7.38,2
10884,12,22358,7.38,2
4581,13,71502,7.38,2
152,24,17943,7.38,2
75,25,27516,7.38,2
341,25,36187,7.38,2
30344,12,16736,7.38,2
3009,105,4031,7.38,2
712,50,9559,7.38,2
1674,47,13927,7.37,2
2813,52,3363,7.37,2
3627,13,20581,7.37,2
1313,50,120268,7.37,0
655,13,5046,7.37,2
22013,26,4636,7.37,2
21863,12,108642,7.37,0
4028,13,23679,7.37,2
1965,13,71172,7.37,2
8934,25,66084,7.37,2
10321,13,105723,7.37,0
31178,13,12757,7.37,2
12293,13,151928,7.36,0
2383,13,3607,7.36,2
1678,52,14867,7.36,2
17917,37,1880,7.36,2
14765,25,52569,7.36,2
16035,13,108174,7.36,0
15379,12,123691,7.36,0
3577,26,20883,7.36,2
1013,24,33035,7.36,2
4056,12,1615,7.36,2
8424,12,129672,7.36,0
94,50,65896,7.36,2
13585,11,40958,7.36,2
9893,48,7314,7.36,2
6758,27,35520,7.36,2
7,26,64905,7.36,2
2116,128,36623,7.35,2
61,26,126914,7.35,0
31163,12,130028,7.36,0
3230,12,69683,7.35,2
2484,38,1548,7.35,2
3418,50,801,7.35,2
2544,50,1794,7.35,2
3229,13,66236,7.35,2
3272,137,3623,7.35,2
1516,153,14932,7.35,2
32245,26,46323,7.35,2
3467,12,80820,7.35,2
195,12,99558,7.35,2
28621,11,81230,7.35,2
9241,26,5962,7.35,2
390,26,64161,7.35,2
21881,24,537892,7.35,0
16417,12,128529,7.35,0
30901,25,55851,7.35,2
8915,12,84779,7.34,2
2803,46,1897,7.34,2
1126,13,6860,7.34,2
1524,13,8717,7.34,2
5658,56,1917,7.34,2
958,25,10727,7.34,2
4550,13,33112,7.34,2
25159,12,144370,7.34,0
634,13,41250,7.34,2
28013,26,30308,7.34,2
18391,37,836,7.34,2
2736,74,1218,7.34,2
107,13,21920,7.34,2
2361,51,2764,7.34,2
173,25,27358,7.34,2
3455,26,237563,7.34,0
4896,26,126865,7.34,0
9379,12,149497,7.33,0
29325,10,21805,7.33,2
24231,10,91049,7.33,2
469,24,106142,7.33,0
4879,13,36075,7.33,2
1846,26,5758,7.33,2
22865,12,76880,7.33,2
21561,11,101326,7.33,2
100,13,37394,7.33,2
5504,12,16720,7.33,2
12191,48,10568,7.33,2
1652,25,2568,7.33,2
180,13,53360,7.33,2
10447,26,62753,7.32,2
1683,104,3782,7.32,2
11783,13,55277,7.32,2
2030,26,31874,7.32,2
2624,26,811,7.32,2
1886,52,2387,7.32,2
31737,12,101287,7.32,2
10507,47,18480,7.32,2
28387,12,64307,7.32,2
21563,12,61410,7.32,2
52,26,39758,7.32,2
351,49,7878,7.32,2
14749,13,156116,7.32,0
9981,25,64958,7.32,2
10232,12,25760,7.32,2
30740,12,42139,7.32,2
915,26,7484,7.31,2
2987,46,1329,7.31,2
3010,52,5243,7.31,2
16668,12,96718,7.31,2
274,24,30766,7.31,2
2818,41,835,7.31,2
333,51,1711,7.31,2
6262,127,591,7.31,2
3437,99,1828,7.31,2
1835,55,6670,7.31,2
529,13,58051,7.31,2
79,24,158772,7.31,0
3594,26,50455,7.31,2
1860,14,43632,7.31,2
3322,24,23132,7.31,2
2333,52,2102,7.3,2
6901,50,1135,7.3,2
12651,58,2088,7.3,2
2748,65,2578,7.3,2
3231,13,38498,7.3,2
3298,10,25885,7.3,2
31500,12,38646,7.3,2
12175,12,91552,7.3,2
4903,13,22991,7.3,2
277,14,21393,7.3,2
1017,24,20105,7.3,2
10397,12,77284,7.3,2
16051,12,21125,7.3,2
3000,23,5134,7.3,2
11341,12,11941,7.3,2
178,26,20062,7.3,2
1932,49,6390,7.3,2
30205,12,97674,7.29,2
6164,11,43279,7.29,2
21437,13,44006,7.29,2
7081,44,3682,7.29,2
652,9,6616,7.29,2
395,13,87240,7.29,2
1490,26,5947,7.29,2
5041,26,26176,7.29,2
1371,13,4247,7.29,2
26441,12,75460,7.29,2
5079,23,72750,7.29,2
10456,13,90977,7.29,2
276,12,36656,7.29,2
352,50,8760,7.29,2
6023,12,45161,7.29,2
2108,51,9025,7.29,2
16742,12,257925,7.29,0
3692,48,3619,7.29,2
550,27,89243,7.29,2
1498,12,68626,7.28,2
24031,12,61228,7.28,2
2222,243,5330,7.28,2
14829,10,100392,7.28,2
20457,10,65402,7.28,2
2542,45,4157,7.28,2
189,24,156627,7.28,0
24455,13,114612,7.28,0
2834,51,2033,7.28,2
613,52,3945,7.28,2
1108,26,10449,7.28,2
4382,14,243448,7.28,0
2747,193,5332,7.28,2
5397,13,3038,7.28,2
369,12,47280,7.27,2
2036,43,1763,7.27,2
1845,39,2640,7.27,2
384,13,165335,7.27,0
2400,45,5118,7.27,2
2416,39,987,7.27,2
990,13,32828,7.27,2
144,13,41960,7.27,2
1145,25,5646,7.27,2
1086,26,13265,7.27,2
3670,25,4420,7.27,2
4198,46,1093,7.27,2
279,13,20859,7.27,2
1941,12,6037,7.27,2
2283,49,1188,7.27,2
1236,73,1199,7.27,2
5702,9,24799,7.27,2
3738,13,3382,7.27,2
2225,52,12014,7.26,2
2825,52,2631,7.26,2
31417,12,13346,7.26,2
4586,26,800,7.26,2
243,13,67916,7.26,2
3299,12,64975,7.26,2
2602,13,25814,7.26,2
31610,25,15519,7.26,2
12979,51,29989,7.26,2
4191,25,1260,7.26,2
2110,25,4006,7.26,2
3624,26,801,7.26,2
3044,52,5743,7.26,2
2816,44,3100,7.26,2
394,12,37944,7.25,2
9539,65,24821,7.25,2
1132,50,74929,7.25,2
5760,26,1238,7.25,2
1534,49,5384,7.25,2
13161,12,156044,7.25,0
11785,12,154595,7.25,0
28869,13,2655,7.25,2
206,27,16288,7.25,2
13409,11,16251,7.25,2
3305,40,1270,7.25,2
5440,48,910,7.25,2
1493,26,3368,7.25,2
1538,24,23931,7.25,2
2543,52,3921,7.25,2
2109,51,4161,7.25,2
22359,26,15236,7.25,2
1823,26,2692,7.25,2
1133,26,17943,7.25,2
53,24,66597,7.24,2
3460,26,699,7.24,2
1778,26,1315,7.24,2
1179,26,3108,7.24,2
3270,13,11386,7.24,2
690,26,21550,7.24,2
1164,24,12687,7.24,2
872,40,16571,7.24,2
5343,12,746,7.24,2
8917,26,48245,7.24,2
11841,18,366,7.24,2
3363,26,16331,7.24,2
4214,13,203958,7.24,0
678,26,7977,7.24,2
19117,13,53375,7.24,2
2716,33,923,7.24,2
1891,50,887,7.24,2
1246,13,6108,7.24,2
32313,11,16116,7.23,2
4690,50,3625,7.23,2
5670,12,12825,7.23,2
18411,12,33429,7.23,2
1397,49,15420,7.23,2
1565,191,48203,7.23,2
31564,12,28423,7.23,2
553,13,34177,7.23,2
482,180,74331,7.23,2
16201,13,86669,7.22,2
3079,38,2378,7.22,2
4286,48,418,7.22,2
424,24,9131,7.22,2
5983,39,4427,7.22,2
32686,12,83438,7.22,2
4375,91,1124,7.22,2
1738,12,12409,7.22,2
5200,39,1232,7.22,2
1601,22,27169,7.22,2
21085,12,106381,7.22,2
1543,12,22770,7.22,2
2043,73,7608,7.21,2
1312,26,4838,7.21,2
10155,13,97809,7.21,2
7088,12,203618,7.21,0
31405,12,102560,7.21,2
1588,24,16922,7.21,2
11761,12,110042,7.21,2
21603,12,198876,7.21,0
2200,23,1570,7.21,2
11021,24,55531,7.21,2
1546,26,44009,7.21,2
6203,13,34297,7.21,2
19383,13,33275,7.21,2
1264,39,11015,7.21,2
3505,48,689,7.21,2
19877,21,570,7.21,2
6747,12,121005,7.2,0
9367,12,159273,7.2,0
729,48,1527,7.2,2
4549,13,6659,7.2,2
16890,12,59819,7.2,2
4662,13,12975,7.2,2
1564,192,67386,7.2,2
592,26,1065,7.2,2
32094,12,30153,7.2,2
20047,12,108011,7.2,2
478,26,46647,7.2,2
23587,13,33042,7.2,2
1555,25,24691,7.2,2
2331,26,2297,7.2,2
568,26,20079,7.19,2
831,24,14955,7.19,2
1864,12,5827,7.19,2
1261,54,7112,7.19,2
149,12,85554,7.19,2
33299,13,12095,7.19,2
2931,24,8362,7.19,2
30016,13,57325,7.19,2
350,51,19222,7.19,2
6324,12,119572,7.19,0
3614,13,11002,7.19,2
754,36,2228,7.19,2
26165,12,48549,7.19,2
7817,12,192719,7.18,0
5032,13,4361,7.18,2
2907,66,3188,7.18,2
5197,39,558,7.18,2
247,26,14550,7.18,2
8206,51,6118,7.18,2
606,13,7893,7.18,2
604,26,5991,7.18,2
2044,52,5112,7.18,2
5030,12,104663,7.18,2
1110,39,19311,7.18,2
3059,43,1941,7.18,2
32603,12,37570,7.17,2
1569,12,42190,7.18,2
2369,24,39806,7.18,2
20973,12,67877,7.18,2
6098,12,28652,7.18,2
21439,13,27997,7.18,2
3486,47,1021,7.18,2
31080,12,32040,7.17,2
284,12,7563,7.17,2
286,25,5913,7.17,2
992,13,10636,7.17,2
19067,64,3417,7.17,2
2815,52,869,7.17,2
3110,52,1414,7.17,2
17741,12,63418,7.17,2
252,26,25995,7.17,2
33003,12,46024,7.17,2
31404,12,137102,7.17,0
27441,12,32061,7.17,2
32038,12,8964,7.17,2
1602,13,14925,7.17,2
2011,20,2856,7.17,2
3137,109,1650,7.17,2
31588,25,35461,7.16,2
7152,50,3605,7.16,2
1554,12,16909,7.16,2
751,52,1876,7.16,2
3432,51,615,7.16,2
30383,13,55977,7.16,2
2913,40,889,7.16,2
16385,12,34576,7.16,2
1045,12,13581,7.16,2
5267,26,790,7.16,2
3327,26,1300,7.16,2
1592,11,13681,7.16,2
1025,13,16111,7.16,2
2130,25,44825,7.16,2
620,13,14073,7.16,2
1688,12,16604,7.16,2
2489,52,3633,7.16,2
24211,13,47157,7.15,2
325,25,49508,7.16,2
907,12,38778,7.16,2
28617,12,93000,7.16,2
22663,12,97401,7.16,2
6974,13,65021,7.16,2
4021,12,21937,7.16,2
5220,24,38495,7.16,2
876,29,14002,7.16,2
31370,12,6342,7.16,2
343,25,44874,7.16,2
27655,12,149364,7.15,0
9346,50,1337,7.15,2
16157,12,71901,7.15,2
291,26,23364,7.15,2
1726,12,166398,7.15,0
2819,43,2104,7.15,2
1046,12,8004,7.15,2
16982,12,24044,7.15,2
2799,47,2587,7.15,2
29785,13,88500,7.15,2
912,55,2424,7.15,2
32013,12,45778,7.15,2
1492,26,6903,7.15,2
22877,12,124448,7.15,0
8057,12,13089,7.15,2
2758,52,432,7.15,2
29163,13,25707,7.15,2
3667,12,96159,7.15,2
2577,49,2322,7.15,2
3737,13,4675,7.15,2
48,26,110304,7.14,2
230,27,22433,7.14,2
929,49,3694,7.14,2
32802,24,2121,7.14,2
8394,26,3496,7.14,2
30544,12,168657,7.14,0
383,24,17601,7.14,2
3638,52,1034,7.14,2
3616,12,27761,7.14,2
10372,13,47665,7.14,2
7904,10,1386,7.14,2
10336,21,28616,7.14,2
2151,52,2702,7.14,2
5520,52,966,7.14,2
2805,78,472,7.14,2
4742,16,567,7.14,2
2993,13,299278,7.14,0
3493,21,3510,7.14,2
22687,13,95964,7.14,2
58,26,40581,7.13,2
998,26,15194,7.13,2
2561,52,1837,7.13,2
16726,12,1248,7.13,2
1022,12,5457,7.13,2
8630,12,171888,7.13,0
2335,52,5158,7.13,2
2403,12,63348,7.13,2
31815,4,9961,7.13,2
1138,52,30148,7.13,2
3656,24,36517,7.13,2
3136,46,1049,7.13,2
30649,26,1202,7.14,2
30363,10,93293,7.13,2
33433,12,74026,7.12,2
2604,26,17115,7.13,2
12321,3,13444,7.13,2
961,35,3875,7.13,2
4773,37,883,7.13,2
5071,52,310,7.12,2
3561,52,876,7.12,2
18097,43,9258,7.11,2
9041,12,254543,7.12,0
968,25,1895,7.12,2
5834,182,729,7.12,2
1137,32,8722,7.12,2
2084,38,1056,7.12,2
2570,26,1228,7.12,2
31229,12,73126,7.12,2
3332,35,1355,7.12,2
4651,70,686,7.12,2
2810,39,2188,7.11,2
27727,12,45873,7.11,2
9200,26,452,7.11,2
1826,65,10591,7.11,2
3312,74,8735,7.11,2
32607,12,35072,7.11,2
14653,12,31435,7.11,2
2157,13,3627,7.11,2
157,26,76253,7.11,2
3837,45,956,7.11,2
521,52,32296,7.11,2
3424,52,1335,7.11,2
941,12,17273,7.11,2
2713,26,3224,7.11,2
23233,12,172321,7.11,0
32105,50,128869,7.11,0
3754,50,1009,7.11,2
5342,13,68608,7.1,2
930,39,5517,7.1,2
859,48,41021,7.1,2
116,26,9289,7.1,2
18001,12,79298,7.1,2
2389,105,4802,7.1,2
1184,26,9293,7.1,2
3313,52,784,7.1,2
8234,65,2090,7.1,2
525,26,10591,7.1,2
169,12,90713,7.1,2
342,13,9704,7.1,2
174,24,103449,7.1,2
1128,12,6249,7.1,2
4415,13,34732,7.1,2
32494,24,49219,7.09,2
2717,24,2072,7.09,2
21431,13,159899,7.09,0
3807,20,979,7.09,2
3811,39,736,7.09,2
598,13,5881,7.09,2
31670,13,1880,7.09,2
1573,51,5936,7.09,2
7593,12,215361,7.09,0
3653,24,30225,7.09,2
3654,12,29401,7.09,2
4051,51,913,7.09,2
621,12,11143,7.09,2
607,39,3847,7.09,2
1104,13,4865,7.09,2
5307,26,17574,7.09,2
311,26,3945,7.08,2
14913,29,987,7.09,2
21729,33,5900,7.08,2
3116,25,895,7.08,2
5534,164,296,7.08,2
5039,12,52145,7.08,2
162,26,16047,7.08,2
30375,12,21032,7.08,2
1568,22,31385,7.08,2
9331,13,89183,7.08,2
2706,51,2378,7.07,2
579,15,22292,7.07,2
11285,8,198991,7.07,0
3407,24,55444,7.07,2
31196,26,3060,7.07,2
127,24,14582,7.07,2
2165,100,1656,7.07,2
3579,51,2938,7.07,2
5217,39,737,7.07,2
6902,52,1363,7.07,2
5203,44,589,7.07,2
4810,35,2822,7.07,2
2415,25,1920,7.07,2
1892,25,486,7.07,2
15489,73,11293,7.07,2
18677,12,115338,7.07,2
873,26,50480,7.06,2
9776,12,58564,7.06,2
8,52,9848,7.06,2
13145,39,11031,7.06,2
16512,13,101266,7.06,2
9314,11,55100,7.06,2
11809,12,2284,7.06,2
5688,65,1276,7.06,2
2916,47,367,7.06,2
456,26,12234,7.06,2
1180,25,4973,7.06,2
3281,46,676,7.06,2
9712,12,40502,7.06,2
16910,13,25564,7.06,2
12119,12,26883,7.06,2
25099,12,77774,7.06,2
12281,12,19427,7.06,2
1710,56,19212,7.06,2
31374,12,52928,7.06,2
10014,13,3563,7.06,2
1897,51,592,7.06,2
308,26,11165,7.06,2
2404,11,93637,7.06,2
8285,22,524,7.05,2
1844,26,7830,7.05,2
2595,13,25225,7.05,2
1465,10,3300,7.05,2
2749,40,428,7.05,2
4935,296,720,7.05,2
143,12,42927,7.05,2
5235,51,528,7.05,2
4807,46,492,7.05,2
2573,50,742,7.05,2
196,12,59164,7.05,2
10572,12,46940,7.05,2
789,6,32297,7.05,2
24133,12,99133,7.05,2
26453,50,3334,7.05,2
5992,112,550,7.05,2
303,48,15937,7.04,2
3359,13,41920,7.04,2
280,51,1511,7.04,2
17827,12,46874,7.04,2
8624,30,22723,7.04,2
28221,12,36463,7.04,2
5155,11,8554,7.04,2
2280,61,607,7.04,2
10079,12,85178,7.04,2
21511,12,100999,7.04,2
580,10,4436,7.04,2
31884,48,3865,7.04,2
17115,14,13647,7.04,2
31559,12,79630,7.04,2
7768,12,28812,7.04,2
4208,51,821,7.04,2
687,52,67936,7.04,2
19023,12,29679,7.04,2
6165,13,24889,7.04,2
1249,26,6753,7.04,2
11703,13,135255,7.03,0
1929,47,7189,7.03,2
20945,26,908,7.03,2
5968,13,2019,7.03,2
1578,13,6786,7.03,2
33197,12,21893,7.03,2
2613,24,931,7.03,2
31442,13,168482,7.03,0
229,12,23125,7.03,2
6201,12,104098,7.03,2
1942,12,4794,7.03,2
508,296,29433,7.03,2
971,50,9331,7.02,2
4999,12,110748,7.02,2
1668,52,22429,7.02,2
1186,26,4806,7.02,2
956,44,919,7.02,2
126,13,21516,7.02,2
3519,13,641,7.02,2
4240,39,886,7.02,2
12481,25,603,7.02,2
2230,50,2080,7.02,2
2487,39,756,7.02,2
10213,12,116683,7.02,2
2501,26,973,7.02,2
11227,12,41486,7.02,2
419,26,38580,7.02,2
11751,13,47588,7.02,2
2578,52,656,7.02,2
1587,25,10364,7.02,2
3690,21,382,7.01,2
7109,52,201,7.01,2
3710,11,6649,7.01,2
8277,12,99201,7.01,2
5914,13,23757,7.01,2
193,24,61004,7.01,2
1040,47,1519,7.01,2
9693,10,15952,7.01,2
3615,13,24149,7.01,2
5023,26,650,7.01,2
561,25,11293,7.01,2
4332,39,282,7.01,2
30355,13,22773,7.01,2
11837,13,65633,7.01,2
3631,39,931,7.0,2
750,12,6960,7.0,2
2684,13,5193,7.0,2
32483,12,29219,7.0,2
2215,26,4633,7.0,2
5091,24,523,7.0,2
1792,26,6551,7.0,2
13377,13,17283,7.0,2
19365,22,74324,7.0,2
30806,12,51632,7.0,2
19841,14,18072,7.0,2
21851,12,2084,7.0,2
5830,59,322,7.0,2
3501,13,3038,7.0,2
292,26,12662,6.99,2
603,49,17671,6.99,2
2569,52,3035,6.99,2
636,13,6733,6.99,2
2772,26,16502,6.99,2
5967,13,2435,6.99,2
5891,45,698,6.99,2
2707,97,390,6.99,2
1509,13,11747,6.99,2
800,13,16711,6.99,2
4054,26,315,6.99,2
9884,56,1322,6.99,2
2363,16,15461,6.99,2
6973,13,28284,6.99,2
1703,13,5060,6.99,2
3317,77,370,6.99,2
2087,26,1150,6.99,2
3196,30,1019,6.99,2
2554,51,2427,6.98,2
28391,12,72174,6.98,2
812,13,17520,6.98,2
1837,12,3462,6.98,2
22189,12,27417,6.98,2
30039,50,1365,6.98,2
31068,51,464,6.98,2
3349,24,13368,6.98,2
28423,25,47036,6.98,2
89,51,12673,6.98,2
5395,51,405,6.98,2
18095,12,76069,6.98,2
12863,51,3347,6.98,2
11241,12,82205,6.97,2
261,13,9989,6.97,2
2757,39,936,6.97,2
2243,39,1220,6.97,2
2223,52,898,6.97,2
4086,51,1165,6.97,2
6112,12,20742,6.97,2
1727,12,22282,6.97,2
12549,12,169615,6.96,0
266,12,9902,6.96,2
1956,12,47117,6.96,2
4196,12,37436,6.96,2
17497,52,1250,6.96,2
10346,6,566,6.96,2
7845,45,187,6.96,2
1603,25,5232,6.96,2
20473,12,13227,6.96,2
4548,12,68023,6.96,2
244,39,3933,6.95,2
1214,10,11966,6.95,2
2259,51,1904,6.95,2
7580,12,28260,6.95,2
1230,12,19708,6.95,2
21671,23,3260,6.96,2
11079,13,54288,6.95,2
1707,51,6134,6.95,2
670,12,28716,6.95,2
630,13,5328,6.95,2
5940,12,81738,6.95,2
23201,12,14568,6.95,2
538,26,22621,6.95,2
1517,26,7664,6.95,2
1532,12,30723,6.95,2
4532,48,762,6.95,2
285,25,12809,6.94,2
5311,26,492,6.94,2
109,24,48551,6.94,2
29589,24,67336,6.94,2
115,13,7131,6.94,2
10348,13,5640,6.94,2
1448,52,5984,6.94,2
23945,12,38952,6.94,2
1018,23,9126,6.94,2
5249,48,383,6.94,2
9806,10,1070,6.94,2
2965,25,6412,6.94,2
2316,52,957,6.93,2
13029,26,1597,6.93,2
4151,13,36058,6.93,2
1068,54,1369,6.93,2
62,26,49909,6.93,2
9330,12,94922,6.93,2
6055,31,816,6.93,2
4334,26,23405,6.93,2
509,13,25043,6.93,2
3129,49,460,6.93,2
1502,26,3501,6.93,2
10370,52,5894,6.93,2
2231,37,1423,6.93,2
9883,86,1723,6.93,2
3765,39,533,6.93,2
2510,26,849,6.93,2
3098,53,636,6.93,2
5734,12,43288,6.93,2
4066,26,13363,6.93,2
10513,13,1660,6.93,2
5104,26,423,6.92,2
27737,51,1811,6.92,2
1629,26,8665,6.92,2
24909,13,6352,6.92,2
146,12,41756,6.92,2
554,24,15653,6.92,2
3425,26,309,6.92,2
2933,50,776,6.92,2
4936,694,2116,6.92,1
1882,13,2277,6.92,2
6056,29,409,6.92,2
3159,95,871,6.92,2
33037,13,11183,6.92,2
278,51,5420,6.92,2
4083,26,457,6.92,2
3193,52,1633,6.91,2
33041,12,10837,6.91,2
694,24,19491,6.91,2
1219,24,14380,6.91,2
8536,12,71285,6.91,2
2494,12,63370,6.91,2
649,12,14069,6.91,2
21407,49,4884,6.91,2
1721,12,14299,6.91,2
15377,12,52542,6.91,2
727,54,992,6.91,2
1469,48,22170,6.91,2
942,13,11042,6.91,2
1638,41,2146,6.91,2
7245,26,227,6.91,2
623,25,2915,6.91,2
18121,12,15887,6.91,2
605,26,3847,6.91,2
31430,13,34176,6.91,2
5763,24,612,6.91,2
2688,31,1826,6.9,2
27815,48,4960,6.9,2
111,52,7411,6.9,2
2166,12,20504,6.9,2
3053,23,4977,6.9,2
487,13,57110,6.9,2
3146,13,1546,6.9,2
6069,25,1385,6.9,2
2938,51,1776,6.9,2
4073,39,411,6.9,2
860,12,30146,6.9,2
3162,49,1048,6.9,2
8410,51,7003,6.9,2
13201,25,6611,6.9,2
21325,15,12781,6.9,2
1377,13,2169,6.9,2
1127,12,11794,6.9,2
965,13,3204,6.9,2
886,12,33573,6.89,2
16419,49,7571,6.89,2
1599,12,2757,6.89,2
3689,31,375,6.89,2
7590,13,75517,6.89,2
1597,48,3207,6.89,2
7793,6,738,6.89,2
33031,12,14465,6.89,2
1541,22,4160,6.89,2
3672,50,439,6.89,2
2964,13,19968,6.88,2
10578,12,100425,6.88,2
296,38,14232,6.88,2
12471,24,56453,6.88,2
12461,13,55031,6.88,2
12963,52,1452,6.88,2
4262,12,32176,6.88,2
1243,24,20856,6.88,2
28819,12,91241,6.88,2
9922,12,52687,6.88,2
1035,26,1996,6.88,2
26395,12,10094,6.88,2
28835,12,2007,6.88,2
688,12,16688,6.88,2
6166,12,95005,6.87,2
31147,13,46938,6.87,2
16355,13,60465,6.87,2
4486,39,1088,6.87,2
646,12,2504,6.87,2
1082,24,8876,6.87,2
2598,54,2211,6.87,2
7148,12,94820,6.87,2
273,12,15152,6.87,2
6560,39,1565,6.87,2
30749,12,94430,6.87,2
30567,12,8381,6.87,2
5143,36,360,6.87,2
1218,13,31856,6.87,2
5505,12,7393,6.87,2
2128,50,989,6.87,2
33419,12,4580,6.85,2
2579,26,2258,6.86,2
4657,26,10698,6.86,2
495,26,10667,6.86,2
2705,51,4186,6.86,2
11457,75,8186,6.86,2
2814,52,531,6.86,2
4362,13,6601,6.86,2
3012,68,2998,6.86,2
10359,52,2019,6.86,2
865,48,1961,6.86,2
4411,47,509,6.86,2
19825,49,730,6.86,2
1550,104,3676,6.85,2
2255,38,1806,6.85,2
2703,22,1888,6.85,2
15547,52,711,6.85,2
293,16,12227,6.85,2
563,12,23140,6.85,2
318,10,17895,6.85,2
30651,25,4272,6.86,2
13367,12,92252,6.85,2
3182,5,904,6.85,2
2783,26,671,6.85,2
1771,12,1037,6.85,2
2934,51,1138,6.85,2
2620,26,1889,6.85,2
924,47,1574,6.85,2
9624,12,31253,6.84,2
17082,12,43737,6.84,2
4339,23,616,6.84,2
2786,51,1466,6.84,2
5082,50,1336,6.84,2
8956,52,236,6.84,2
6971,45,556,6.84,2
771,13,4985,6.84,2
4211,25,676,6.84,2
248,12,67310,6.84,2
5129,26,392,6.84,2
24629,12,46093,6.84,2
21835,52,6836,6.84,2
4468,26,378,6.84,2
1247,6,1892,6.84,2
4723,32,605,6.84,2
447,25,13039,6.84,2
1893,117,1399,6.83,2
32664,13,23724,6.83,2
8123,151,536,6.83,2
5250,23,946,6.83,2
297,12,37919,6.83,2
9750,12,73555,6.83,2
19855,13,43551,6.83,2
616,35,1390,6.83,2
10197,12,19161,6.83,2
1300,24,2230,6.83,2
2826,52,1039,6.83,2
25859,13,37544,6.83,2
1103,13,8688,6.83,2
2612,130,955,6.83,2
32555,12,15397,6.83,2
926,44,1418,6.83,2
21845,12,47565,6.83,2
14355,12,27487,6.83,2
19429,12,127641,6.82,2
2576,52,935,6.82,2
1123,25,5198,6.82,2
234,26,2351,6.82,2
5973,12,20279,6.82,2
271,26,8315,6.82,2
18247,12,146979,6.82,0
2704,26,2128,6.82,2
3935,26,719,6.82,2
28817,12,47642,6.82,2
1881,13,4056,6.82,2
6500,24,145592,6.82,2
32228,12,5990,6.82,2
23067,52,1249,6.82,2
3021,47,918,6.82,2
9736,12,73064,6.81,2
288,51,49467,6.81,2
32379,12,90817,6.81,2
11177,52,1921,6.81,2
2795,25,45265,6.81,2
260,13,17109,6.81,2
17919,12,20062,6.81,2
4808,26,738,6.81,2
667,12,32198,6.81,2
18495,12,29790,6.81,2
25939,12,11952,6.81,2
86,47,17517,6.81,2
8235,52,898,6.81,2
2970,13,27070,6.81,2
21177,24,59815,6.81,2
919,13,7756,6.81,2
11491,13,29599,6.81,2
3024,52,1654,6.81,2
5201,50,443,6.81,2
533,13,5137,6.81,2
1675,52,5095,6.81,2
4101,51,432,6.81,2
2089,35,2271,6.8,2
63,12,91037,6.8,2
3355,39,400,6.8,2
850,13,34787,6.8,2
1581,12,21979,6.8,2
385,26,25332,6.8,2
12483,26,505,6.8,2
671,13,5763,6.8,2
5274,87,424,6.8,2
5953,62,783,6.8,2
1161,25,3690,6.8,2
3836,52,973,6.8,2
11615,13,8788,6.8,2
2603,12,11867,6.8,2
18099,12,12240,6.8,2
3271,39,1174,6.79,2
7619,114,839,6.79,2
3130,94,293,6.79,2
17731,12,6331,6.79,2
2106,26,6658,6.79,2
518,63,2229,6.79,2
626,22,4995,6.79,2
3438,49,2072,6.79,2
2161,13,16361,6.79,2
1618,26,2430,6.79,2
31440,12,6897,6.79,2
1737,34,600,6.79,2
25397,12,168811,6.78,0
3835,26,1082,6.78,2
9119,170,411,6.78,2
3023,119,612,6.78,2
1325,25,3654,6.78,2
1316,52,2724,6.78,2
637,16,11933,6.78,2
2556,52,1875,6.78,2
618,13,22860,6.78,2
913,25,3322,6.78,2
4050,52,1108,6.78,2
222,13,11750,6.78,2
32962,12,82532,6.78,2
14199,12,113166,6.78,2
9107,84,33730,6.78,2
14093,24,19603,6.78,2
3761,26,1277,6.78,2
2032,13,5605,6.78,2
1533,51,12536,6.77,2
33046,12,17506,6.77,2
1669,51,27959,6.77,2
1136,26,8037,6.77,2
2495,13,3005,6.77,2
4503,23,3855,6.77,2
7307,108,573,6.77,2
1409,5,2392,6.77,2
2565,26,986,6.77,2
148,12,5736,6.77,2
2980,50,534,6.77,2
2039,48,990,6.77,2
26351,16,62601,6.77,2
3827,28,532,6.77,2
23209,13,47900,6.77,2
15125,12,30291,6.77,2
473,12,4670,6.77,2
20267,12,4334,6.77,2
29017,13,2810,6.77,2
1962,13,726,6.76,2
14827,13,16219,6.76,2
2224,19,2028,6.76,2
6008,52,4197,6.76,2
1660,24,2928,6.76,2
2038,38,1783,6.76,2
4052,39,9590,6.76,2
24705,12,66868,6.76,2
3366,26,48744,6.76,2
2619,26,3605,6.76,2
33811,12,3961,6.76,2
3008,108,2930,6.76,2
6129,12,14696,6.76,2
3077,103,711,6.76,2
298,12,47679,6.75,2
2221,42,3746,6.75,2
1149,12,5808,6.75,2
236,26,11704,6.75,2
11268,103,288,6.75,2
1706,13,4732,6.75,2
1466,26,1387,6.75,2
1848,52,1591,6.75,2
6087,27,382,6.75,2
3464,12,26991,6.75,2
16906,114,1190,6.75,2
1445,52,6253,6.75,2
3388,72,1139,6.75,2
4782,52,348,6.75,2
776,12,5702,6.75,2
24075,12,39165,6.75,2
28619,11,66777,6.75,2
21033,12,83068,6.75,2
421,13,6909,6.75,2
928,52,2790,6.75,2
347,22,4750,6.75,2
2467,35,967,6.74,2
2709,51,1572,6.74,2
4197,51,6667,6.74,2
1194,12,13036,6.74,2
5618,103,378,6.74,2
782,25,10770,6.74,2
1019,13,12835,6.74,2
3503,12,122288,6.74,2
28207,12,2265,6.74,2
