anime_id,episodes,members,rating,label
25879,13,80763,8.18,0
889,12,332562,8.17,0
934,26,359494,8.17,0
12189,22,372246,8.17,0
1530,24,163171,8.17,0
9656,12,171866,8.17,0
20507,12,515378,8.17,0
14075,24,259900,8.17,0
223,153,316102,8.16,0
2004,25,6321,8.16,2
25649,12,39866,8.16,0
153,45,66646,8.16,0
302,26,15557,8.16,2
5682,26,159105,8.16,0
16049,24,137105,8.16,0
1065,101,12833,8.16,2
18179,38,91138,8.16,0
23199,12,189407,8.15,0
10049,24,75612,8.15,0
846,26,93095,8.15,0
9926,12,94820,8.15,0
31173,12,80862,8.14,0
589,21,10575,8.14,2
15059,14,26711,8.14,2
7791,26,246276,8.14,0
17265,25,387100,8.14,0
535,26,39832,8.14,0
2762,24,5063,8.13,2
14713,13,189641,8.13,0
31098,13,43916,8.13,0
33253,13,51382,8.12,0
1471,63,8199,8.12,2
27831,12,132506,8.12,0
2924,12,151106,8.12,0
3907,52,5308,8.12,2
186,13,45825,8.12,0
10080,12,194300,8.12,0
9941,25,104075,8.12,0
14813,13,353876,8.12,0
21855,5,124886,8.11,0
11739,13,44564,8.11,0
2159,25,49599,8.11,0
28297,24,200833,8.11,0
861,24,150872,8.11,0
9996,39,10649,8.1,2
77,13,41685,8.1,0
32093,12,101335,8.1,0
5678,24,88986,8.09,0
6774,11,41521,8.09,0
15,145,83648,8.08,0
122,52,59374,8.08,0
29095,10,111962,8.08,0
1594,26,79816,8.08,0
3092,12,117910,8.08,0
10721,24,156689,8.08,0
3588,51,580184,8.08,0
387,13,120731,8.07,0
1088,36,44157,8.07,0
10620,26,657190,8.07,0
6582,26,4584,8.07,2
2158,24,36941,8.07,2
22319,12,618056,8.07,0
6586,50,36921,8.07,2
66,26,170901,8.06,0
73,13,155340,8.06,0
4898,24,424919,8.06,0
19111,13,91864,8.06,0
15689,4,173264,8.06,0
957,39,50951,8.06,0
24,26,178553,8.06,0
849,14,428569,8.06,0
427,51,42253,8.05,2
17549,12,133475,8.05,0
28,69,50876,8.05,0
9513,60,217752,8.04,0
13331,12,81951,8.04,0
29803,13,244268,8.04,0
22,178,87643,8.04,0
2618,26,5306,8.04,2
30279,12,44335,8.04,0
2035,12,11903,8.03,2
790,23,265005,8.03,0
9289,26,150393,8.03,0
15809,13,409037,8.03,0
27989,13,134694,8.03,0
5630,11,276593,8.03,0
2829,23,6528,8.03,2
30831,10,244877,8.03,0
85,50,28959,8.03,2
30240,12,227734,8.03,0
1254,114,70559,8.03,0
2605,12,174531,8.03,0
3228,13,74040,8.03,0
1485,35,8353,8.02,2
3572,25,95551,8.02,0
114,26,67254,8.02,0
658,26,48127,8.02,0
32370,13,72499,8.01,0
22777,61,42666,8.01,2
29787,12,38102,8.01,2
7062,12,15748,8.01,2
11887,13,283847,8.01,0
12815,50,44668,8.01,2
6377,13,55402,8.01,0
1470,51,19963,8.0,2
996,34,52586,7.99,0
11239,12,12590,7.99,2
967,109,40271,7.99,2
1695,52,9605,7.99,2
339,13,215829,7.99,0
7724,22,251093,7.99,0
8516,13,183722,7.98,0
19319,25,31606,7.98,2
400,24,78600,7.98,0
18245,13,91075,7.98,0
10521,13,117328,7.98,0
28907,12,244314,7.97,0
31637,12,153501,7.97,0
1571,25,126426,7.97,0
267,26,95825,7.97,0
253,26,22214,7.97,2
4080,39,19510,7.97,2
27947,24,16938,7.97,2
3750,13,11779,7.97,2
569,26,19841,7.97,2
397,10,13888,7.97,2
17909,13,64897,7.96,0
21185,25,59818,7.96,0
12413,12,137610,7.96,0
2076,148,8655,7.96,2
31251,25,60525,7.96,0
5485,26,7872,7.96,2
5005,26,12236,7.96,2
890,49,10031,7.96,2
269,366,624055,7.95,0
14741,12,394399,7.95,0
1472,13,6723,7.95,2
33028,11,65503,7.95,0
6033,97,116832,7.95,0
8525,12,284846,7.95,0
19703,10,67732,7.95,0
25517,24,43545,7.95,2
31764,13,86475,7.95,0
27775,13,213493,7.95,0
2104,26,165008,7.95,0
24893,12,57665,7.95,0
2150,78,7761,7.95,2
12445,12,172367,7.95,0
22265,13,150596,7.94,0
97,26,104193,7.94,0
12403,12,83097,7.94,0
31646,23,59492,7.93,0
32998,12,140604,7.93,0
30123,12,157551,7.93,0
31339,12,102857,7.93,0
516,358,31632,7.93,2
1425,155,10873,7.93,2
93,50,96973,7.93,0
322,12,86380,7.93,0
7588,12,40819,7.93,2
1172,26,32742,7.93,2
202,26,171863,7.93,0
9919,25,583823,7.92,0
1818,26,316853,7.92,0
17895,24,273191,7.92,0
4192,25,67323,7.92,0
10357,12,89373,7.92,0
5530,25,229567,7.92,0
388,52,9711,7.91,2
28999,13,310137,7.91,0
1473,13,6337,7.91,2
18897,20,347599,7.91,0
31592,47,15627,7.91,2
28677,12,193566,7.91,0
7193,12,93074,7.9,0
21405,12,159793,7.9,0
6024,104,16670,7.9,2
1491,113,12672,7.9,2
106,51,28341,7.9,2
5835,39,37051,7.9,2
3604,13,19180,7.9,2
2828,51,4479,7.9,2
4087,22,82625,7.9,0
582,48,6473,7.9,2
8311,25,36228,7.9,2
21995,12,227417,7.89,0
532,38,66911,7.89,0
552,54,182208,7.89,0
7645,49,12825,7.89,2
249,167,281632,7.89,0
80,43,51566,7.89,2
1562,25,92088,7.89,0
11111,12,534657,7.88,0
28249,25,152811,7.88,0
13535,13,117091,7.88,0
28121,13,336349,7.88,0
251,78,58150,7.88,2
18153,12,359011,7.88,0
795,39,11424,7.88,2
479,51,60027,7.88,0
32189,12,83343,7.87,0
31859,12,213342,7.87,0
15451,12,266657,7.87,0
5680,13,386048,7.87,0
1887,24,305837,7.87,0
90,49,86001,7.87,0
210,161,105212,7.87,0
19775,12,118341,7.87,0
534,26,73476,7.87,0
2582,52,9008,7.87,2
407,45,16591,7.87,2
6213,24,231079,7.87,0
1000,42,14869,7.87,2
1375,40,5600,7.87,2
951,142,4739,7.86,2
2508,12,55825,7.86,2
396,13,18580,7.86,2
8407,12,146697,7.86,0
20057,13,123529,7.86,0
9074,13,80394,7.85,0
226,13,623511,7.85,0
2405,36,1757,7.85,2
10460,13,86196,7.85,0
444,13,14983,7.85,2
15315,10,218231,7.85,0
1699,24,91530,7.85,0
22199,24,492133,7.84,0
14941,13,22302,7.84,2
20431,13,47619,7.84,2
28927,12,190058,7.84,0
20847,13,98544,7.84,0
2451,31,6919,7.84,2
8937,24,184520,7.84,0
12883,12,90625,7.84,0
6347,13,301282,7.83,0
3841,104,36307,7.83,2
8086,24,130689,7.83,0
290,13,26379,7.83,2
154,64,169517,7.83,0
11757,25,893100,7.83,0
5074,12,29622,7.83,2
31733,13,16530,7.83,2
1690,24,81408,7.82,0
18055,13,33466,7.82,2
27991,13,114904,7.82,0
3545,373,4734,7.82,2
9510,8,26468,7.82,2
13663,12,135929,7.82,0
6956,13,189367,7.82,0
9441,13,20397,7.82,2
233,78,12673,7.81,2
345,12,23877,7.81,2
71,24,256325,7.81,0
10793,22,460959,7.81,0
160,13,56839,7.81,2
3713,26,58993,7.81,2
13203,13,22796,7.81,2
2963,13,105471,7.81,0
20,220,683297,7.81,0
31953,12,91932,7.81,0
150,50,208321,7.8,0
60,24,140865,7.8,0
120,26,242553,7.8,0
74,26,52995,7.8,2
8426,11,53426,7.8,2
2547,46,7515,7.8,2
22101,12,99462,7.8,0
182,26,83437,7.8,0
28979,12,73909,7.8,0
16011,24,171384,7.8,0
477,13,76913,7.79,0
2229,46,8999,7.79,2
228,26,172415,7.79,0
24135,10,25167,7.79,2
8795,13,157642,7.79,0
12021,52,13832,7.79,2
17249,51,4838,7.79,2
18119,13,81037,7.79,0
2787,24,184525,7.79,0
31580,13,160972,7.78,0
4725,12,145102,7.78,0
10790,10,180032,7.78,0
14511,13,31394,7.78,2
7592,24,122976,7.78,0
32729,13,165358,7.78,0
2112,26,28007,7.78,2
30296,12,188685,7.78,0
65,12,72645,7.78,0
3470,24,173603,7.78,0
26,22,95859,7.78,0
1293,195,23020,7.78,2
856,26,91034,7.78,0
2214,17,6063,7.77,2
123,52,61622,7.77,2
488,12,46333,7.77,2
21843,12,143701,7.77,0
14227,13,349836,7.77,0
11319,12,174026,7.77,0
31478,12,187805,7.76,0
2471,1787,14233,7.76,1
240,12,104258,7.76,0
9065,10,49771,7.76,2
3731,25,136279,7.76,0
1412,23,34373,7.76,2
20785,26,285317,7.76,0
2985,25,42730,7.76,2
1483,24,9610,7.76,2
10161,11,168017,7.76,0
5507,26,77591,7.76,0
6444,25,70987,7.76,0
95,50,20056,7.76,2
20031,12,154548,7.75,0
28669,50,5098,7.74,2
2026,52,130085,7.75,0
32491,4,38765,7.75,2
331,45,3725,7.75,2
10278,25,81155,7.75,0
2557,40,2839,7.75,2
24405,73,106872,7.75,0
4416,12,1780,7.75,2
740,43,73305,7.74,0
2213,61,15552,7.74,2
17,52,13469,7.74,2
24439,12,220573,7.74,0
1915,26,35442,7.74,2
323,13,137687,7.74,0
584,24,56244,7.74,2
6634,12,42798,7.74,2
355,24,297058,7.74,0
30549,13,6787,7.74,2
1279,39,5424,7.74,2
10033,147,54790,7.74,2
32979,13,40945,7.73,2
132,49,73536,7.73,0
14467,13,297051,7.73,0
1606,52,61884,7.73,2
2227,21,2681,7.73,2
7627,13,56483,7.73,2
6773,24,133010,7.73,0
1650,26,10688,7.73,2
2558,40,2577,7.73,2
1840,12,235684,7.73,0
5231,127,42677,7.72,2
12487,13,46781,7.72,2
324,47,16130,7.72,2
709,52,11684,7.72,2
7647,13,162622,7.71,0
530,46,146521,7.71,0
1281,19,42033,7.71,2
24765,12,140094,7.71,0
129,50,31179,7.71,2
7661,26,36947,7.71,2
24703,12,192171,7.71,0
6116,142,1707,7.71,2
8675,13,217617,7.71,0
1557,26,33321,7.71,2
14289,13,233410,7.71,0
29854,26,90931,7.71,0
11433,12,169718,7.7,0
31821,8,53577,7.7,2
14967,12,214319,7.7,0
11617,12,398660,7.7,0
914,26,7988,7.7,2
21327,12,139601,7.7,0
10568,12,130502,7.7,0
1087,48,16012,7.7,2
15051,13,155281,7.7,0
11933,12,133216,7.7,0
969,26,79166,7.7,0
32681,13,50236,7.7,2
10495,12,148140,7.7,0
880,22,42026,7.69,2
15061,178,16990,7.69,2
857,25,194611,7.69,0
110,52,8586,7.69,2
23251,12,87824,7.69,0
587,6,65125,7.69,2
11013,12,216204,7.69,0
1579,25,63134,7.69,2
21105,10,83397,7.69,0
3001,11,44465,7.69,2
23277,12,155795,7.69,0
4654,24,313114,7.69,0
18139,21,82568,7.69,0
16005,12,61919,7.69,2
22147,13,217003,7.68,0
1946,50,13742,7.68,2
67,24,98144,7.68,0
14345,12,329561,7.68,0
340,26,13959,7.68,2
10588,25,134942,7.68,0
5958,13,227681,7.68,0
455,26,17773,7.67,2
18507,12,265791,7.67,0
17729,13,178166,7.67,0
8217,52,4110,7.67,2
31798,12,197912,7.67,0
8841,12,295782,7.67,0
11371,13,30630,7.67,2
32542,12,171452,7.67,0
2268,98,5652,7.67,2
177,26,134705,7.67,0
22729,12,244193,7.66,0
14131,12,104275,7.66,0
2002,26,62530,7.66,2
145,26,94165,7.66,0
250,150,51403,7.66,2
23321,25,215817,7.66,0
1873,37,1718,7.66,2
2562,22,20553,7.66,2
32673,12,33885,7.66,2
1985,74,4381,7.66,2
12291,12,127973,7.65,0
874,51,94391,7.65,0
31376,12,95933,7.65,0
1251,39,24229,7.65,2
2012,49,8908,7.65,2
5162,13,45233,7.65,2
3673,22,21009,7.65,2
26243,12,315630,7.65,0
16241,13,20640,7.65,2
1239,39,55056,7.64,2
270,13,308995,7.64,0
1356,43,11090,7.64,2
1567,43,8794,7.64,2
13655,26,138655,7.64,0
334,76,24745,7.64,2
209,26,47053,7.64,2
16524,13,170754,7.64,0
32899,12,57638,7.64,2
10216,13,42147,7.64,2
32828,12,95339,7.63,0
13115,12,29485,7.63,2
5494,39,2723,7.63,2
6604,50,2526,7.63,2
32526,13,45246,7.63,2
14527,12,66972,7.63,2
2835,49,2409,7.63,2
2549,53,1744,7.63,2
28497,12,218747,7.63,0
1651,26,3461,7.63,2
691,124,6437,7.63,2
11759,24,324284,7.62,0
6573,12,222243,7.62,0
21743,12,57649,7.62,2
31706,12,30457,7.62,2
364,37,6806,7.62,2
4060,24,1938,7.62,2
23269,12,33295,7.63,2
96,49,36338,7.62,2
3420,12,54000,7.62,2
10378,12,45613,7.62,2
3369,20,3735,7.62,2
5075,48,1116,7.62,2
1195,13,346828,7.62,0
11235,13,73813,7.61,2
586,11,34938,7.61,2
4981,24,80307,7.61,0
2409,26,8131,7.61,2
4039,50,18687,7.61,2
22693,52,3085,7.61,2
1563,29,19209,7.61,2
9181,12,134988,7.61,0
1608,20,4151,7.61,2
5277,13,113911,7.61,0
18523,13,30726,7.61,2
2923,51,121108,7.61,0
18497,13,58245,7.61,2
283,50,9460,7.6,2
18671,12,208885,7.6,0
32948,11,28620,7.6,2
3213,35,805,7.6,2
21273,12,82999,7.6,0
2330,26,6036,7.6,2
218,26,27976,7.6,2
8476,13,61957,7.6,2
10257,51,9431,7.6,2
23281,11,228435,7.6,0
166,26,74991,7.6,2
8557,12,95242,7.6,0
6802,12,84390,7.6,0
30911,12,107325,7.6,0
200,50,15077,7.6,2
3613,12,38882,7.6,2
3712,12,210891,7.6,0
1454,13,33086,7.59,2
98,26,76492,7.59,2
20541,12,133385,7.59,0
593,26,22714,7.59,2
708,26,2629,7.59,2
2596,22,78469,7.59,2
5262,51,60384,7.59,2
1372,47,12156,7.59,2
2337,26,1826,7.59,2
102,26,63959,7.58,2
2800,115,11893,7.58,2
356,24,374880,7.58,0
4061,23,1169,7.58,2
9834,13,55252,7.58,2
5854,26,1377,7.58,2
2257,75,1825,7.58,2
1459,49,8546,7.58,2
8676,25,157223,7.57,0
10719,12,325664,7.57,0
59,26,266846,7.57,0
4186,24,103615,7.57,0
15613,13,61017,7.57,2
6895,12,90612,7.57,0
379,26,68198,7.57,2
490,26,38532,7.57,2
64,12,128688,7.57,0
5671,25,55970,7.57,2
5355,12,93940,7.57,0
1728,52,10369,7.57,2
567,26,45843,7.57,2
481,224,132099,7.57,0
18465,13,29952,7.56,2
852,50,7279,7.56,2
131,26,11233,7.56,2
879,26,24664,7.56,2
1642,51,16484,7.56,2
5712,26,2740,7.56,2
3974,13,50384,7.56,2
2203,22,2587,7.56,2
156,24,51004,7.56,2
29,26,8630,7.56,2
12149,13,37763,7.55,2
18893,12,84708,7.55,0
11633,10,241513,7.55,0
26349,13,122271,7.55,0
27631,13,192433,7.55,0
134,13,106865,7.55,0
28825,12,158041,7.55,0
12679,13,51084,7.55,2
1021,44,8142,7.55,2
6707,12,234955,7.55,0
2518,12,1846,7.55,2
32792,22,9767,7.56,2
19221,10,179569,7.55,0
165,26,66751,7.55,2
25,24,65516,7.55,2
2129,13,118644,7.55,0
1050,76,39041,7.54,2
1222,26,125051,7.54,0
1069,40,3201,7.54,2
13349,13,15661,7.54,2
15583,12,301358,7.54,0
1391,37,2707,7.54,2
2037,61,3589,7.54,2
3199,39,2123,7.54,2
327,26,8030,7.54,2
130,25,16298,7.54,2
2216,12,50091,7.54,2
31680,10,36781,7.54,2
15731,12,10901,7.54,2
696,26,38372,7.54,2
181,13,36264,7.54,2
2608,26,10058,7.54,2
1327,58,6937,7.53,2
24625,25,17946,7.53,2
16009,12,122031,7.53,0
435,20,34141,7.53,2
10110,13,192219,7.53,0
11499,12,222657,7.53,0
29786,12,193822,7.53,0
959,26,4777,7.53,2
10798,11,84499,7.53,2
12711,13,61551,7.53,2
4752,13,198492,7.53,0
183,39,8040,7.53,2
798,12,6871,7.53,2
68,23,150512,7.52,0
2553,52,2411,7.52,2
506,23,4218,7.52,2
142,44,31081,7.52,2
3358,12,59099,7.52,2
76,13,62582,7.52,2
31722,4,81154,7.52,2
31414,24,57920,7.52,2
353,51,5971,7.52,2
1060,24,21109,7.52,2
19369,12,131520,7.52,0
19291,93,30722,7.52,2
167,24,54575,7.52,2
5909,12,110470,7.52,0
24037,12,42918,7.52,2
5233,13,20508,7.52,2
2014,26,5387,7.52,2
27899,12,408357,7.52,0
3972,154,47119,7.52,2
25519,12,59192,7.52,2
1536,26,104607,7.51,0
23311,24,64214,7.51,2
1852,12,42998,7.51,2
2228,47,2214,7.51,2
1808,26,30747,7.51,2
489,12,33053,7.51,2
2929,14,2758,7.51,2
1212,26,24156,7.51,2
11179,12,97674,7.51,0
2903,34,4740,7.51,2
2254,50,1518,7.51,2
960,26,2151,7.51,2
4189,26,13582,7.51,2
33094,13,40779,7.51,2
21435,24,11413,7.51,2
1589,11,44394,7.5,2
2817,26,3560,7.5,2
19163,10,186187,7.5,0
1684,26,1397,7.5,2
25183,12,210752,7.5,0
10870,12,7582,7.5,2
2204,26,6197,7.5,2
1691,24,205338,7.5,0
31227,22,3676,7.5,2
31952,12,69088,7.5,2
1426,50,6883,7.5,2
3342,6,96092,7.5,0
27787,12,180686,7.5,0
10396,12,146570,7.49,0
16592,13,298550,7.49,0
29067,13,73285,7.49,2
501,26,9366,7.49,2
1878,26,2881,7.49,2
16353,13,79493,7.49,2
2253,92,5746,7.49,2
8769,12,321477,7.49,0
11835,34,369,7.49,2
16123,13,19010,7.49,2
30187,12,99665,7.49,0
15751,13,56815,7.49,2
2820,39,957,7.49,2
113,26,15471,7.49,2
970,47,2849,7.49,2
2548,48,3334,7.48,2
101,13,188861,7.48,0
103,74,7581,7.48,2
6880,12,453454,7.48,0
476,12,29837,7.48,2
14811,12,83838,7.48,2
242,13,22009,7.48,2
33241,10,9053,7.48,2
9938,12,38652,7.48,2
2927,24,58211,7.48,2
158,13,33989,7.48,2
23421,12,73903,7.48,2
5984,11,22229,7.48,2
8726,12,31906,7.48,2
3125,34,3057,7.48,2
763,67,27614,7.48,2
6676,13,43725,7.47,2
25731,25,75807,7.47,2
20509,10,56859,7.47,2
344,20,5894,7.47,2
18229,12,107513,7.47,0
21039,12,41220,7.47,2
4551,12,63915,7.47,2
20853,12,164510,7.47,0
633,13,6033,7.47,2
1590,50,1370,7.47,2
17505,26,40155,7.47,2
1655,12,5374,7.47,2
23673,12,145439,7.47,0
7662,13,78952,7.47,2
2942,13,17360,7.47,2
4884,26,74901,7.47,2
1744,172,8713,7.47,2
878,26,20644,7.47,2
4038,51,25876,7.47,2
32696,13,44786,7.46,2
551,24,13584,7.46,2
32648,12,69621,7.46,2
15225,12,201735,7.46,0
8074,12,535892,7.46,0
483,24,17463,7.46,2
1972,26,3985,7.46,2
5273,49,680,7.46,2
710,9,68951,7.46,2
20709,12,67306,7.46,2
15793,13,25750,7.46,2
21573,13,17466,7.46,2
198,24,64627,7.46,2
50,24,96694,7.45,0
31771,12,40481,7.45,2
2986,26,61649,7.45,2
1614,52,19746,7.45,2
15109,12,50019,7.45,2
5684,50,7004,7.45,2
505,51,5074,7.45,2
15863,24,35196,7.45,2
246,51,56353,7.45,2
6574,12,40243,7.45,2
5150,12,54796,7.45,2
714,86,1316,7.45,2
13261,51,11939,7.45,2
519,26,16764,7.45,2
330,13,87938,7.45,2
6712,13,12088,7.45,2
168,26,52784,7.45,2
573,25,17561,7.45,2
5034,12,46709,7.45,2
1548,42,1805,7.45,2
2555,43,1501,7.45,2
855,26,72790,7.45,2
5832,33,2225,7.45,2
15911,12,50351,7.45,2
764,26,16381,7.45,2
20787,13,320267,7.44,0
1450,26,5636,7.44,2
10163,11,156853,7.44,0
1250,26,63193,7.44,2
653,26,6244,7.44,2
14833,12,164445,7.44,0
3655,26,107384,7.44,0
6030,24,86942,7.44,2
238,42,35258,7.44,2
18041,13,46117,7.44,2
17080,13,11882,7.44,2
18277,24,231387,7.44,0
13333,13,80960,7.44,2
27,24,113791,7.44,0
22433,12,46601,7.43,2
485,26,8024,7.43,2
3568,30,1700,7.43,2
15699,12,84442,7.43,2
18295,12,57434,7.43,2
3958,13,94202,7.43,2
845,51,47651,7.43,2
1722,26,52817,7.43,2
13659,13,194791,7.43,0
161,24,35123,7.43,2
527,276,229157,7.43,0
13599,22,107304,7.43,0
32175,12,30363,7.43,2
6381,12,51114,7.43,2
4663,20,1833,7.43,2
2113,38,4914,7.43,2
3036,50,854,7.43,2
25157,12,208796,7.43,0
7058,24,55040,7.43,2
10444,24,12505,7.42,2
332,38,1625,7.42,2
21681,12,55536,7.42,2
3859,26,11761,7.42,2
22817,25,8128,7.42,2
335,26,25098,7.42,2
738,102,28968,7.42,2
12753,25,29878,7.42,2
15651,25,20424,7.42,2
5141,12,12248,7.42,2
2683,12,21972,7.42,2
5525,25,126083,7.41,0
1292,5,135708,7.41,0
3549,26,27571,7.41,2
12875,39,11907,7.41,2
287,24,23220,7.41,2
20689,12,133571,7.41,0
27829,24,68382,7.41,2
1410,13,6863,7.41,2
953,11,44766,7.41,2
147,14,90379,7.41,2
16732,12,78131,7.41,2
7761,12,1123,7.41,2
3225,13,50837,7.41,2
2926,13,115075,7.41,0
272,26,66036,7.41,2
326,4,32696,7.41,2
2744,12,11411,7.41,2
22273,12,80964,7.41,2
5226,26,9852,7.41,2
5356,13,123217,7.4,0
15611,59,9075,7.4,2
940,26,47882,7.4,2
4483,12,14911,7.4,2
99,26,36924,7.4,2
1196,12,5423,7.4,2
4062,72,971,7.4,2
5597,13,30098,7.4,2
12467,13,99788,7.4,0
4114,52,1962,7.4,2
4063,12,182713,7.4,0
944,24,14304,7.4,2
3457,13,286826,7.4,0
935,24,64697,7.4,2
92,39,19132,7.39,2
3006,330,1524,7.39,2
4726,12,46237,7.39,2
27525,10,42499,7.39,2
386,41,4450,7.39,2
1663,52,3685,7.39,2
3335,42,1155,7.39,2
6980,23,9994,7.39,2
28623,12,253027,7.39,0
17247,12,136751,7.39,0
30307,12,181845,7.39,0
6512,12,142264,7.39,0
2486,13,3420,7.39,2
1231,26,8862,7.39,2
306,13,47752,7.38,2
282,50,9550,7.38,2
11697,37,38310,7.38,2
104,24,38336,7.38,2
5675,26,30323,7.38,2
1858,12,19315,7.38,2
411,26,45921,7.38,2
14645,13,26617,7.38,2
9013,49,675,7.38,2
1374,26,12337,7.38,2
3345,30,1096,7.38,2
2152,26,8221,7.38,2
